Postsynaptic_ID	c_i
720575940617395412	0.2000
720575940617410705	0.0204
720575940617411451	0.5075
720575940617427713	0.0702
720575940617436305	0.5897
720575940617438865	0.1880
720575940617444219	0.8125
720575940617452689	0.5455
720575940617453457	0.2885
720575940617456614	0.3220
720575940617456798	0.4684
720575940617473051	0.8361
720575940617473748	0.3978
720575940617474629	0.1720
720575940617478961	0.5256
720575940617480934	0.0000
720575940617485083	0.6154
720575940617492805	0.4125
720575940617493222	0.4304
720575940617497925	1.0000
720575940617514726	0.2059
720575940617516760	0.3404
720575940617529318	0.6301
720575940617534235	0.6633
720575940617534438	0.3519
720575940617540838	0.1944
720575940617567390	0.5362
720575940617598182	0.4773
720575940617605154	0.8553
720575940617612578	0.9884
720575940617615846	0.2840
720575940617623632	0.5568
720575940617628962	0.3333
720575940617648507	0.7619
720575940617649969	0.4615
720575940617650481	1.0000
720575940617650722	0.1875
720575940617677784	0.5604
720575940617687330	0.0000
720575940617692962	0.6822
720575940617696769	0.6974
720575940617708491	0.3585
720575940617708747	0.4677
720575940617713206	0.1875
720575940617717917	0.4133
720575940617727435	0.8594
720575940617734603	0.7590
720575940617756450	0.6143
720575940617766228	0.5152
720575940617769217	0.1918
720575940617771421	0.2778
720575940617792596	0.4565
720575940617795073	0.3143
720575940617807517	0.5294
720575940617811540	0.4286
720575940617814429	0.8667
720575940617820929	0.0000
720575940617825344	0.5766
720575940617834560	0.2381
720575940617845076	0.6762
720575940617849920	0.0000
720575940617853524	0.7129
720575940617854036	1.0000
720575940617855133	0.5730
720575940617856340	0.0000
720575940617857053	0.6087
720575940617865117	0.7303
720575940617865280	0.7018
720575940617866048	0.6818
720575940617871680	0.4941
720575940617873728	0.3239
720575940617873984	0.8537
720575940617874205	0.5702
720575940617876048	0.0000
720575940617876288	0.6923
720575940617877720	0.6154
720575940617878080	0.4355
720575940617893461	0.7500
720575940617902676	0.1667
720575940617908820	0.2346
720575940617911104	0.1379
720575940617911360	0.2689
720575940617922870	0.0000
720575940617924432	0.5213
720575940617926198	0.3086
720575940617937181	0.2500
720575940617937437	0.2500
720575940617940048	0.5000
720575940617940304	0.8333
720575940617941046	0.3614
720575940617942326	0.1842
720575940617954075	0.2208
720575940617957915	0.6667
720575940617957937	0.5714
720575940617959729	0.0488
720575940617963480	0.0286
720575940617972253	0.1613
720575940617973021	0.2857
720575940617982800	0.5172
720575940617989076	0.6000
720575940618015773	0.7308
720575940618021147	0.3623
720575940618036509	0.0000
720575940618036765	0.0000
720575940618075733	0.3000
720575940618106437	0.2672
720575940618110021	0.1186
720575940618112459	0.3857
720575940618125893	0.1809
720575940618131505	0.5345
720575940618132184	0.3125
720575940618133072	0.3000
720575940618148406	0.6552
720575940618150736	0.2973
720575940618158160	0.3976
720575940618181445	0.0000
720575940618182535	0.7931
720575940618182981	0.5385
720575940618183559	0.0667
720575940618184839	0.3978
720575940618185296	0.0143
720575940618190160	0.0000
720575940618190238	0.1875
720575940618194708	0.6118
720575940618198721	0.1528
720575940618201620	0.2500
720575940618203783	0.4792
720575940618210251	0.2375
720575940618211742	0.7000
720575940618223518	0.1461
720575940618224709	0.3171
720575940618225566	0.4066
720575940618226085	0.3478
720575940618226245	0.5000
720575940618245569	0.1967
720575940618258742	0.4959
720575940618266235	0.1500
720575940618266491	0.6267
720575940618266747	0.7333
720575940618266900	0.3800
720575940618277681	0.0000
720575940618292785	1.0000
720575940618292939	0.7463
720575940618293589	0.0000
720575940618294853	0.3951
720575940618299712	0.0000
720575940618306112	1.0000
720575940618306718	0.6148
720575940618326292	0.2143
720575940618334145	0.2258
720575940618337300	1.0000
720575940618337985	0.7308
720575940618339777	0.2840
720575940618349703	0.4691
720575940618353186	0.4545
720575940618359745	0.4059
720575940618371777	0.1515
720575940618376327	0.5179
720575940618379723	0.5714
720575940618394453	0.5714
720575940618396399	0.6716
720575940618407589	0.7377
720575940618418085	0.3913
720575940618419776	1.0000
720575940618422592	0.3429
720575940618425246	0.7027
720575940618427712	0.5758
720575940618436672	0.2787
720575940618464379	0.5833
720575940618470383	0.2581
720575940618473808	0.4762
720575940618492224	0.5417
720575940618497216	0.5694
720575940618506155	0.2955
720575940618510868	0.7397
720575940618517440	0.4182
720575940618526912	0.5333
720575940618529044	0.1842
720575940618531099	0.3846
720575940618544367	0.6964
720575940618544623	0.3030
720575940618545903	0.4932
720575940618547280	0.5435
720575940618548975	0.1282
720575940618565313	0.3269
720575940618572422	0.1765
720575940618586459	0.8361
720575940618592390	0.0909
720575940618606160	0.2698
720575940618612928	0.3243
720575940618626102	1.0000
720575940618627207	0.2364
720575940618630193	0.3158
720575940618657334	0.0000
720575940618657950	0.4818
720575940618659998	0.2500
720575940618667143	0.4674
720575940618671495	0.0000
720575940618678548	0.2429
720575940618683328	0.5821
720575940618691742	0.1333
720575940618696896	0.4875
720575940618700573	0.7500
720575940618707183	0.5806
720575940618714351	0.4324
720575940618722475	0.3514
720575940618731934	0.2072
720575940618739621	0.3125
720575940618746747	0.3077
720575940618765528	0.7403
720575940618779118	0.4627
720575940618790966	0.6068
720575940618813019	0.5072
720575940618817182	1.0000
720575940618830459	0.2778
720575940618839942	0.6602
720575940618841910	0.2361
720575940618844353	0.0000
720575940618844465	0.6481
720575940618846001	1.0000
720575940618849841	0.3649
720575940618861504	0.2317
720575940618868273	0.4186
720575940618869406	0.2637
720575940618873723	0.5000
720575940618875819	1.0000
720575940618876062	0.3625
720575940618876075	0.0000
720575940618886336	0.8387
720575940618887151	0.4262
720575940618889387	0.4219
720575940618894246	0.8113
720575940618894502	0.3542
720575940618894528	0.0000
720575940618905766	0.1702
720575940618924965	0.5385
720575940618926319	0.5495
720575940618963950	0.6176
720575940618975936	0.5000
720575940618980299	0.1746
720575940618989421	0.1111
720575940618992449	0.0000
720575940618992749	0.4844
720575940618994880	0.1750
720575940618997297	0.0000
720575940619003051	0.7130
720575940619008192	0.4231
720575940619010251	0.7521
720575940619021958	0.0000
720575940619026241	0.0000
720575940619028289	0.7077
720575940619031572	0.3659
720575940619036911	0.8200
720575940619038061	0.4615
720575940619041133	0.5606
720575940619054027	0.7188
720575940619055969	0.5179
720575940619060321	0.5106
720575940619078592	0.4783
720575940619090529	0.4583
720575940619090785	0.6759
720575940619105190	0.0000
720575940619112102	0.3684
720575940619119782	0.2535
720575940619143590	0.5902
720575940619146837	0.3889
720575940619147349	0.3191
720575940619148117	0.6783
720575940619152110	0.0000
720575940619153749	0.1842
720575940619154891	0.5625
720575940619155029	0.4405
720575940619155541	0.4948
720575940619156565	0.5281
720575940619173568	1.0000
720575940619197899	0.8281
720575940619205103	0.5000
720575940619205229	0.2143
720575940619221569	0.7551
720575940619226607	0.7162
720575940619229761	0.6915
720575940619242081	0.2449
720575940619245121	0.1789
720575940619245648	0.2871
720575940619247713	0.5234
720575940619249318	0.5833
720575940619250785	0.3976
720575940619254448	0.5385
720575940619259374	0.3478
720575940619259477	0.3165
720575940619259886	0.3333
720575940619260737	0.5663
720575940619271384	0.5263
720575940619272920	1.0000
720575940619274456	0.3000
720575940619294384	0.4318
720575940619297073	0.7642
720575940619298865	0.4567
720575940619305808	0.2875
720575940619311286	0.4535
720575940619319512	0.6182
720575940619329360	0.5507
720575940619336942	0.6571
720575940619353766	0.2097
720575940619354417	0.4737
720575940619355185	0.5686
720575940619357275	0.5000
720575940619358001	0.5802
720575940619358257	0.0900
720575940619369198	0.0152
720575940619375701	0.2419
720575940619382833	0.5867
720575940619382875	0.7333
720575940619404214	0.6140
720575940619404982	0.5000
720575940619412596	0.4896
720575940619414132	0.6700
720575940619421505	0.1895
720575940619423398	0.5507
720575940619430326	0.3933
720575940619434887	0.1765
720575940619435399	0.5312
720575940619439792	0.7573
720575940619443376	0.3535
720575940619444139	0.3148
720575940619463088	0.0000
720575940619465904	0.3262
720575940619466416	0.2100
720575940619472225	0.0000
720575940619477809	0.4719
720575940619487414	0.1618
720575940619495664	0.1429
720575940619509744	0.2045
720575940619509925	0.1560
720575940619516144	0.2250
720575940619519909	0.5890
720575940619527845	0.9167
720575940619535563	0.0741
720575940619556437	0.0000
720575940619587009	0.2063
720575940619597761	0.7895
720575940619599213	0.1154
720575940619604134	0.7407
720575940619616193	0.8293
720575940619630207	0.3939
720575940619637845	0.5926
720575940619640149	0.0000
720575940619649109	0.4776
720575940619651019	0.0000
720575940619652555	0.7302
720575940619658433	0.5593
720575940619659969	0.3714
720575940619665023	0.2063
720575940619667041	0.5000
720575940619668053	0.4400
720575940619668212	0.2394
720575940619668577	0.3607
720575940619672656	0.4118
720575940619673936	0.0000
720575940619682625	0.1739
720575940619684299	0.0000
720575940619688385	0.4737
720575940619693003	0.4286
720575940619695553	0.5747
720575940619695809	0.2075
720575940619696660	0.0000
720575940619701631	0.8475
720575940619704656	0.0000
720575940619705983	0.0000
720575940619713200	0.5062
720575940619723088	0.4651
720575940619723979	0.5875
720575940619731392	0.6324
720575940619734720	0.7826
720575940619738239	0.5357
720575940619742144	0.3261
720575940619742656	0.3718
720575940619743680	0.6000
720575940619744960	0.6400
720575940619754734	0.7857
720575940619756148	0.2778
720575940619766613	0.3462
720575940619770228	0.5844
720575940619774635	0.7714
720575940619777520	0.3434
720575940619778645	0.4423
720575940619781620	0.8305
720575940619793012	0.3913
720575940619794512	0.3158
720575940619795883	0.0000
720575940619802539	0.4737
720575940619808756	0.4545
720575940619809263	0.0097
720575940619828359	0.8182
720575940619834965	0.8447
720575940619835733	0.3333
720575940619842580	0.2500
720575940619855696	0.1496
720575940619856822	0.6418
720575940619863174	0.2909
720575940619864912	0.5217
720575940619872372	0.0135
720575940619876702	0.4762
720575940619895329	0.0000
720575940619896581	0.2333
720575940619898759	0.3902
720575940619899527	0.9434
720575940619901063	0.1538
720575940619902343	0.1392
720575940619916720	0.0000
720575940619936639	1.0000
720575940619938998	0.6197
720575940619946846	0.5484
720575940619954091	0.7544
720575940619960926	0.0000
720575940619964916	0.3103
720575940619965684	0.2203
720575940619967879	0.1111
720575940619968647	1.0000
720575940619970586	0.2405
720575940619971009	0.4545
720575940619974689	0.2000
720575940619977566	0.2929
720575940619978266	0.4588
720575940619985140	0.1557
720575940619994759	0.5053
720575940620004129	1.0000
720575940620007457	0.1875
720575940620012321	0.1159
720575940620020257	0.3214
720575940620020769	0.7368
720575940620029575	0.2188
720575940620036385	0.7778
720575940620039589	0.7600
720575940620039956	0.1429
720575940620041125	0.0000
720575940620042375	0.2667
720575940620045061	0.5915
720575940620051580	0.0750
720575940620054277	0.5253
720575940620055790	0.2471
720575940620058236	0.7581
720575940620058350	0.2121
720575940620059045	0.3333
720575940620071094	0.2769
720575940620073606	0.4881
720575940620079856	0.3067
720575940620109191	0.6304
720575940620124028	0.7627
720575940620126076	0.0000
720575940620143525	0.7143
720575940620153876	0.4607
720575940620154206	0.1667
720575940620156692	0.9012
720575940620166128	0.5882
720575940620172272	0.2857
720575940620172397	0.6056
720575940620176237	0.6733
720575940620177517	0.2222
720575940620179309	0.2267
720575940620179821	0.3333
720575940620182399	0.1875
720575940620187305	0.2679
720575940620196336	0.0847
720575940620197658	0.3333
720575940620210854	0.0667
720575940620210857	0.3800
720575940620211622	0.3366
720575940620223398	0.6667
720575940620225264	0.0370
720575940620226470	0.3571
720575940620229729	0.5000
720575940620230497	0.3529
720575940620232363	0.7273
720575940620235968	0.2222
720575940620263233	0.2872
720575940620268123	0.0000
720575940620272064	1.0000
720575940620272832	0.5455
720575940620273023	0.7571
720575940620273279	0.0000
720575940620273344	0.3462
720575940620274497	0.2683
720575940620276801	0.7576
720575940620282758	0.4625
720575940620283227	0.5667
720575940620286558	0.4366
720575940620303040	0.5684
720575940620305499	0.6000
720575940620305502	0.2381
720575940620307806	0.0000
720575940620310625	0.2900
720575940620311430	0.1818
720575940620316766	0.2745
720575940620320380	0.3191
720575940620326336	1.0000
720575940620329152	1.0000
720575940620342768	0.0000
720575940620344837	0.3298
720575940620349376	0.3659
720575940620349564	0.1923
720575940620349632	0.2481
720575940620351838	0.4651
720575940620354241	0.1618
720575940620354849	0.4949
720575940620355009	0.2174
720575940620355934	0.0938
720575940620356800	0.1683
720575940620363691	0.3684
720575940620363885	0.0000
720575940620373697	0.4000
720575940620378246	0.6339
720575940620378657	0.1515
720575940620382317	0.3200
720575940620382854	0.6111
720575940620393643	0.3109
720575940620401065	1.0000
720575940620403649	0.1757
720575940620407628	0.5000
720575940620410606	0.0000
720575940620411841	0.3115
720575940620413355	0.7407
720575940620418774	0.5625
720575940620420129	0.2400
720575940620422494	0.0000
720575940620424641	0.2838
720575940620425310	0.1970
720575940620429317	0.4231
720575940620434671	0.6515
720575940620436395	0.4366
720575940620440558	0.4198
720575940620440559	0.4359
720575940620442817	0.7792
720575940620442885	0.7273
720575940620451916	0.5946
720575940620454849	0.6344
720575940620457904	0.4937
720575940620460108	0.5231
720575940620463536	0.0000
720575940620464204	0.4507
720575940620465996	1.0000
720575940620469742	0.5217
720575940620472046	0.5867
720575940620474582	0.4375
720575940620475630	0.2069
720575940620495484	0.4714
720575940620495830	0.1818
720575940620500417	0.3750
720575940620507862	0.7778
720575940620520513	0.0000
720575940620521754	0.6667
720575940620530812	0.0000
720575940620537071	0.2388
720575940620537839	0.7541
720575940620544182	0.6290
720575940620551901	0.2500
720575940620567661	0.4870
720575940620572125	0.1233
720575940620577652	0.0000
720575940620578269	0.4167
720575940620588653	0.0000
720575940620589677	0.5769
720575940620591273	1.0000
720575940620594415	0.7386
720575940620600700	0.2963
720575940620603245	0.5352
720575940620607982	0.4615
720575940620608238	0.7640
720575940620611822	0.7541
720575940620612590	0.3558
720575940620623201	0.0000
720575940620623725	0.4130
720575940620632233	0.2537
720575940620649084	0.2558
720575940620652214	0.7568
720575940620653377	0.8642
720575940620655169	0.4394
720575940620659489	0.5248
720575940620682662	1.0000
720575940620682934	0.8333
720575940620684014	0.0000
720575940620684156	0.3725
720575940620685436	0.7297
720575940620686761	0.3548
720575940620691745	0.3684
720575940620713129	0.2759
720575940620734305	0.4521
720575940620737121	0.1122
720575940620741485	0.3636
720575940620746093	0.9107
720575940620746662	0.1343
720575940620754529	0.3467
720575940620759105	0.3556
720575940620767709	0.5410
720575940620774977	0.3333
720575940620775233	0.3429
720575940620779841	0.4020
720575940620811073	0.8800
720575940620811340	0.0000
720575940620813478	0.3684
720575940620816961	0.1373
720575940620822593	0.6364
720575940620823617	0.0548
720575940620827713	0.2576
720575940620828912	0.7957
720575940620831949	0.8778
720575940620834544	0.1818
720575940620850017	0.1655
720575940620862273	0.4423
720575940620880333	0.7647
720575940620883917	0.3333
720575940620889153	0.1429
720575940620889302	0.3457
720575940620892877	0.3976
720575940620904780	0.7867
720575940620905174	1.0000
720575940620923980	0.0000
720575940620929238	0.3208
720575940620931750	0.6465
720575940620932684	0.1905
720575940620936870	0.5882
720575940620936925	0.8636
720575940620948340	0.8214
720575940620955149	0.6373
720575940620955357	0.4000
720575940620955613	0.5814
720575940620956173	0.3261
720575940620959256	0.0952
720575940620973848	0.2879
720575940620996621	0.0000
720575940620998424	0.2642
720575940621000180	0.0000
720575940621005044	0.6296
720575940621010804	0.8649
720575940621017840	0.6316
720575940621017921	0.4655
720575940621019457	0.5882
720575940621022836	0.5000
720575940621023041	0.3077
720575940621023297	0.4194
720575940621023809	0.6429
720575940621044701	0.4896
720575940621051312	0.3676
720575940621051468	0.4107
720575940621056577	0.6196
720575940621071203	0.4343
720575940621073117	0.3529
720575940621076429	0.2500
720575940621083085	0.4535
720575940621086134	0.1837
720575940621087408	0.8049
720575940621090659	0.3662
720575940621094093	0.5054
720575940621094527	0.5000
720575940621097855	0.6404
720575940621121140	0.1905
720575940621121206	0.8068
720575940621122164	0.7174
720575940621129181	0.3000
720575940621146294	0.0000
720575940621149812	0.6800
720575940621162416	0.4930
720575940621163021	0.3529
720575940621163636	0.4531
720575940621167030	0.3404
720575940621174192	0.7935
720575940621174704	0.5882
720575940621174960	0.7870
720575940621175472	0.5789
720575940621176670	0.0000
720575940621178206	0.3810
720575940621179230	0.8889
720575940621183768	0.0213
720575940621187166	0.6174
720575940621189637	0.2923
720575940621202608	0.7750
720575940621203376	0.4805
720575940621207216	0.0303
720575940621225910	0.6250
720575940621228894	0.6429
720575940621230430	0.0943
720575940621236406	0.4493
720575940621250486	0.8077
720575940621259263	0.4133
720575940621259800	0.3243
720575940621280545	0.9091
720575940621280801	0.0112
720575940621288225	0.5152
720575940621290017	0.2754
720575940621296639	0.1277
720575940621312033	0.8052
720575940621317581	0.2000
720575940621321001	0.5054
720575940621321412	0.3929
720575940621322025	0.0000
720575940621322534	0.3696
720575940621332574	0.3108
720575940621334980	0.6508
720575940621348958	0.6571
720575940621351876	0.5882
720575940621357147	1.0000
720575940621358472	0.4400
720575940621358984	0.0532
720575940621359142	0.2500
720575940621376196	0.4359
720575940621382852	0.2625
720575940621388301	0.5000
720575940621389764	0.9844
720575940621392901	0.6429
720575940621400163	1.0000
720575940621403844	0.4762
720575940621413158	0.5789
720575940621413670	0.3478
720575940621413926	0.2308
720575940621415885	1.0000
720575940621419032	0.3962
720575940621422104	0.6535
720575940621444777	0.6618
720575940621444877	0.5577
720575940621447704	0.2632
720575940621457577	0.8642
720575940621462797	0.5556
720575940621471732	0.4407
720575940621475085	0.6818
720575940621477402	0.1644
720575940621487088	0.5714
720575940621491696	0.5075
720575940621504269	0.4603
720575940621507475	0.3936
720575940621513165	0.9868
720575940621516179	0.3939
720575940621518218	0.5636
720575940621521663	0.0000
720575940621529215	0.1930
720575940621529980	0.1884
720575940621538431	1.0000
720575940621541514	0.1507
720575940621541779	0.4783
720575940621545968	0.4273
720575940621549592	0.0000
720575940621552116	0.3529
720575940621552372	0.5412
720575940621553535	0.2323
720575940621554815	0.3125
720575940621554968	0.0000
720575940621557859	0.6761
720575940621560052	0.1881
720575940621561226	0.3667
720575940621561880	0.7500
720575940621567472	0.5410
720575940621574026	0.8471
720575940621581802	0.3857
720575940621590250	0.3363
720575940621594723	0.5714
720575940621612159	0.4500
720575940621614118	0.3571
720575940621616776	0.3333
720575940621626406	0.5139
720575940621646728	0.3750
720575940621648008	0.3366
720575940621650303	0.7544
720575940621660259	0.1364
720575940621661197	0.0000
720575940621680133	0.1607
720575940621688926	0.2933
720575940621692440	1.0000
720575940621700190	0.2500
720575940621708638	0.4783
720575940621709132	0.7010
720575940621716067	0.2105
720575940621720959	0.6190
720575940621728214	0.2870
720575940621728844	0.4821
720575940621729171	0.0000
720575940621730175	0.6707
720575940621730687	0.7051
720575940621736662	0.1169
720575940621741971	0.5211
720575940621749253	0.6111
720575940621763475	0.6667
720575940621763767	0.5492
720575940621764385	0.5758
720575940621767977	0.4634
720575940621784298	0.8193
720575940621784926	0.5942
720575940621786295	0.5077
720575940621786807	0.2812
720575940621791356	0.0000
720575940621802751	0.3158
720575940621807300	0.3247
720575940621809246	0.7627
720575940621812006	0.0000
720575940621817322	0.5802
720575940621829813	0.1339
720575940621832542	0.2200
720575940621837601	0.3077
720575940621845018	0.5341
720575940621851174	0.4853
720575940621853353	0.7000
720575940621857313	0.2917
720575940621862405	0.0893
720575940621863006	0.0000
720575940621864965	0.7216
720575940621869918	0.0789
720575940621871484	1.0000
720575940621872645	0.7231
720575940621873246	0.1236
720575940621876830	0.7374
720575940621878021	0.3019
720575940621879557	0.0000
720575940621880541	0.4891
720575940621880609	0.2000
720575940621882401	0.6447
720575940621885191	0.6857
720575940621887270	1.0000
720575940621888169	0.3628
720575940621892122	0.7155
720575940621892829	0.4672
720575940621897249	0.5800
720575940621906345	0.0000
720575940621912346	0.2679
720575940621913897	0.3243
720575940621919428	0.0000
720575940621920452	0.6163
720575940621920746	0.4835
720575940621920964	0.4699
720575940621922398	0.4545
720575940621922654	0.7453
720575940621922910	0.3468
720575940621924103	0.4444
720575940621924615	0.4045
720575940621925726	0.5366
720575940621935850	0.0800
720575940621943977	0.5500
720575940621944583	0.2375
720575940621947486	0.3684
720575940621948810	0.3500
720575940621951453	0.4286
720575940621952425	0.6071
720575940621957267	0.4091
720575940621966369	0.0000
720575940621966827	0.8481
720575940621973018	0.4068
720575940621973274	0.0159
720575940621983777	0.3538
720575940621987255	0.7857
720575940621999044	0.6377
720575940622005025	0.7262
720575940622006506	0.5152
720575940622013097	0.0000
720575940622013564	0.5429
720575940622015612	0.4476
720575940622023262	0.5205
720575940622043883	0.0000
720575940622045865	0.5980
720575940622050186	0.0635
720575940622054340	0.5065
720575940622058423	0.7397
720575940622060426	0.0000
720575940622061803	0.5362
720575940622064041	0.0390
720575940622064809	0.6220
720575940622067113	0.1707
720575940622075274	0.0244
720575940622078249	0.6066
720575940622095083	0.3462
720575940622096589	0.0190
720575940622102763	0.5875
720575940622103275	0.0000
720575940622112636	0.3462
720575940622116428	0.1667
720575940622121991	0.4211
720575940622133206	0.7288
720575940622135501	0.0000
720575940622145277	0.0000
720575940622147148	0.0465
720575940622149196	0.4921
720575940622162505	0.2069
720575940622163197	0.2571
720575940622169471	0.5285
720575940622191177	0.3429
720575940622202807	0.7349
720575940622204157	0.2000
720575940622204669	0.0000
720575940622210892	0.2727
720575940622216009	0.2500
720575940622217033	0.5524
720575940622222921	0.7917
720575940622225811	0.0000
720575940622227381	0.5843
720575940622228812	0.4605
720575940622229836	0.3538
720575940622232458	0.5532
720575940622233235	0.3158
720575940622245708	0.0000
720575940622249949	0.7581
720575940622263510	0.2574
720575940622263832	0.3429
720575940622269365	0.7903
720575940622270307	0.9583
720575940622270391	0.4783
720575940622272076	0.3556
720575940622275079	0.4737
720575940622276365	0.5341
720575940622278157	0.7672
720575940622279095	0.5172
720575940622288152	0.1538
720575940622293091	0.2222
720575940622294808	0.4434
720575940622295832	0.2000
720575940622302488	0.5000
720575940622305304	0.2468
720575940622307051	0.0435
720575940622307096	0.2211
720575940622321251	0.1471
720575940622335112	0.7500
720575940622339549	0.4286
720575940622348424	0.2889
720575940622350472	0.0000
720575940622353622	0.5833
720575940622387677	0.5455
720575940622392790	0.4057
720575940622398728	0.3521
720575940622402311	0.4231
720575940622403030	0.1026
720575940622428087	0.0000
720575940622439704	0.7778
720575940622451273	0.6789
720575940622462472	0.5854
720575940622467293	0.4643
720575940622474165	0.0000
720575940622501611	0.2547
720575940622516715	0.5614
720575940622528951	0.3684
720575940622538461	0.0000
720575940622542007	0.8527
720575940622542517	0.6122
720575940622548487	0.2027
720575940622549759	0.0000
720575940622557022	0.0000
720575940622558941	0.6533
720575940622559669	0.4677
720575940622565887	0.0625
720575940622594601	0.4722
720575940622595827	0.1667
720575940622606315	0.8611
720575940622621164	1.0000
720575940622628104	0.8571
720575940622629193	0.0864
720575940622633203	0.2000
720575940622637548	0.1404
720575940622637804	1.0000
720575940622641132	0.6829
720575940622646980	0.1724
720575940622647501	0.6333
720575940622654444	0.6471
720575940622666933	0.6842
720575940622669508	0.1505
720575940622670835	0.0000
720575940622671613	0.3738
720575940622673703	0.2500
720575940622694182	0.2568
720575940622697196	0.4048
720575940622698825	0.2500
720575940622703654	0.2299
720575940622722485	0.3636
720575940622723683	0.1895
720575940622727572	0.1772
720575940622732493	0.3333
720575940622735615	0.5854
720575940622737812	0.2424
720575940622742477	0.2019
720575940622748868	0.5968
720575940622768266	0.6667
720575940622768397	0.1613
720575940622771082	0.5143
720575940622771338	0.5275
720575940622773784	0.5000
720575940622781389	0.0000
720575940622784611	0.8302
720575940622800589	0.1812
720575940622800653	0.2264
720575940622803850	0.4571
720575940622812003	0.1875
720575940622812808	0.3871
720575940622813418	0.7368
720575940622815684	0.0278
720575940622816234	0.3125
720575940622820330	0.7155
720575940622820586	0.8525
720575940622821325	0.5222
720575940622822378	0.9000
720575940622830856	0.5263
720575940622836237	0.4706
720575940622837482	0.2000
720575940622838797	0.5238
720575940622839956	0.5513
720575940622844003	0.2083
720575940622844903	0.8525
720575940622855560	0.2676
720575940622857447	0.3205
720575940622857801	0.4000
720575940622861960	0.7059
720575940622861971	0.4444
720575940622864920	0.4583
720575940622865907	0.4022
720575940622878477	0.5789
720575940622879245	0.5385
720575940622879501	0.3387
720575940622881805	0.5632
720575940622882829	0.2000
720575940622886925	0.5795
720575940622888205	0.4706
720575940622888456	0.9038
720575940622889997	0.5610
720575940622890509	0.5217
720575940622891277	0.2340
720575940622894349	0.5541
720575940622906867	0.1860
720575940622920328	0.7778
720575940622926472	0.6190
720575940622928397	0.3182
720575940622930957	0.3538
720575940622932809	0.3710
720575940622938637	0.6429
720575940622944461	0.2951
720575940622948872	0.2500
720575940622949069	0.6724
720575940622965944	0.2131
720575940622972365	0.4384
720575940622972686	0.6452
720575940622976973	0.0000
720575940622979475	0.1111
720575940622981646	0.3667
720575940622981902	0.2535
720575940622993800	0.4950
720575940622995080	0.0000
720575940622996104	0.1471
720575940622996360	0.5682
720575940622998920	0.0652
720575940622999944	0.5714
720575940623002087	0.2551
720575940623003016	0.6923
720575940623003917	0.4925
720575940623004429	0.3605
720575940623004685	0.7532
720575940623008440	0.6441
720575940623009416	0.4571
720575940623009549	0.4286
720575940623010253	0.6197
720575940623011720	0.4404
720575940623014328	0.0000
720575940623015694	0.2308
720575940623016644	0.6538
720575940623018986	0.7241
720575940623023544	0.8312
720575940623030015	0.6667
720575940623032004	0.5263
720575940623032781	0.4583
720575940623032970	0.0667
720575940623036415	1.0000
720575940623036903	1.0000
720575940623041772	0.3793
720575940623047660	0.8611
720575940623059080	0.1279
720575940623066406	0.7391
720575940623067114	0.4603
720575940623067942	0.6304
720575940623068308	0.5532
720575940623095276	0.7805
720575940623099943	0.2059
720575940623102396	0.2931
720575940623103487	0.2740
720575940623105023	0.4158
720575940623111463	0.1832
720575940623116012	0.6333
720575940623116585	0.1786
720575940623119871	0.0682
720575940623128359	0.2917
720575940623129087	0.2778
720575940623131433	0.9091
720575940623136499	1.0000
720575940623163844	0.7167
720575940623165636	0.6667
720575940623165737	0.5312
720575940623166471	0.6714
720575940623170055	0.0137
720575940623171268	0.8312
720575940623171847	0.7333
720575940623174953	0.1667
720575940623191334	0.4792
720575940623203012	0.3158
720575940623203767	0.4839
720575940623205303	0.5152
720575940623218666	0.1882
720575940623218687	0.6400
720575940623225284	0.5429
720575940623229927	0.0600
720575940623231428	0.0000
720575940623244180	0.2222
720575940623252164	0.2778
720575940623253994	0.5200
720575940623280522	0.1818
720575940623289831	0.4921
720575940623314871	1.0000
720575940623315347	0.2535
720575940623321226	0.3827
720575940623331210	0.6667
720575940623331475	0.4426
720575940623344821	0.6186
720575940623351443	0.0000
720575940623353013	0.6000
720575940623356493	0.5904
720575940623358645	0.3814
720575940623365045	0.9333
720575940623368644	0.2308
720575940623368940	0.4194
720575940623369412	0.2949
720575940623369668	0.4510
720575940623370180	0.6047
720575940623377555	0.0000
720575940623379091	0.1899
720575940623386506	0.1529
720575940623386762	0.1928
720575940623390186	0.5366
720575940623393038	0.7642
720575940623396093	0.5268
720575940623398397	0.1268
720575940623400189	1.0000
720575940623400445	0.3816
720575940623403773	0.6739
720575940623407850	0.1979
720575940623409959	0.8356
720575940623413898	0.5645
720575940623419389	0.2771
720575940623426633	0.1266
720575940623438571	0.5217
720575940623438665	0.5873
720575940623441387	0.4167
720575940623444203	0.5104
720575940623453991	0.4667
720575940623461134	0.1552
720575940623462072	0.5000
720575940623462328	0.9375
720575940623472201	0.8873
720575940623488270	0.9014
720575940623491069	0.5670
720575940623503111	0.5312
720575940623510762	0.3896
720575940623521806	0.2273
720575940623530474	0.5484
720575940623533645	0.3768
720575940623536205	0.7429
720575940623542972	0.8806
720575940623543303	0.3585
720575940623546638	0.5111
720575940623554748	0.0000
720575940623576909	0.4242
720575940623582904	0.5098
720575940623586999	0.6000
720575940623643832	0.5250
720575940623679495	0.3803
720575940623689148	0.2844
720575940623691920	0.8409
720575940623693064	1.0000
