Postsynaptic_ID	c_i
720575940623699207	0.6765
720575940623707656	0.3506
720575940623730509	0.5366
720575940623735310	0.5652
720575940623738807	0.0141
720575940623756215	0.3182
720575940623776437	0.6500
720575940623781965	0.6557
720575940623786421	0.6282
720575940623808693	0.1724
720575940623810487	0.5417
720575940623822261	0.6923
720575940623825077	0.7477
720575940623878327	0.0000
720575940623879312	0.3333
720575940623881801	0.5217
720575940623881872	1.0000
720575940623890890	0.5437
720575940623904181	0.2857
720575940623914679	0.2273
720575940623914954	0.5604
720575940623927444	0.1622
720575940623934100	0.0000
720575940623934903	0.2909
720575940623935159	0.1852
720575940623943316	0.0794
720575940623943572	0.4516
720575940623946988	0.0238
720575940623947500	1.0000
720575940623948617	0.5747
720575940623959881	0.6957
720575940623962516	0.9434
720575940623964820	0.3443
720575940623965513	0.0000
720575940623966612	0.5581
720575940623969684	0.3780
720575940623971819	0.6667
720575940623972756	0.7284
720575940623976521	0.6711
720575940623978789	0.2500
720575940623981385	0.5231
720575940623985189	0.5143
720575940623986469	0.5417
720575940623991333	0.3929
720575940623994701	0.2121
720575940624006477	0.1698
720575940624010569	0.5135
720575940624013309	0.5102
720575940624014077	0.2209
720575940624021483	0.4545
720575940624024555	0.6018
720575940624032264	0.5402
720575940624036339	0.7475
720575940624036656	0.7273
720575940624041447	0.5119
720575940624041545	0.6438
720575940624044873	0.4717
720575940624046153	0.1034
720575940624049661	0.3519
720575940624054675	0.5238
720575940624060048	0.8136
720575940624060208	0.7037
720575940624085739	0.7470
720575940624086251	0.0000
720575940624096039	0.5455
720575940624107706	0.4500
720575940624112058	0.8841
720575940624114494	0.4776
720575940624125114	0.4386
720575940624125584	0.3729
720575940624125626	0.6477
720575940624144107	0.4305
720575940624147976	0.7636
720575940624149256	0.2000
720575940624152357	0.2778
720575940624154632	0.5893
720575940624157675	0.6000
720575940624158352	0.4808
720575940624158650	0.3934
720575940624158906	0.6667
720575940624159376	0.0000
720575940624195559	0.3636
720575940624221488	0.5244
720575940624224526	0.1111
720575940624229322	0.4070
720575940624232974	0.5231
720575940624235448	0.1009
720575940624243388	0.7419
720575940624243982	0.5400
720575940624250160	0.8588
720575940624264462	0.3974
720575940624264718	0.5125
720575940624265572	0.6986
720575940624265998	0.6250
720575940624266936	0.1122
720575940624267022	0.6119
720575940624268080	0.5306
720575940624271716	0.4717
720575940624276784	0.5581
720575940624277040	0.5000
720575940624279527	0.8939
720575940624288520	0.2391
720575940624290539	0.3478
720575940624290855	0.6667
720575940624291728	0.6000
720575940624293048	0.2759
720575940624294072	0.5926
720575940624296376	0.0690
720575940624297278	0.5244
720575940624300984	0.3117
720575940624302008	1.0000
720575940624302520	0.7549
720575940624327196	0.1486
720575940624329146	0.2336
720575940624357413	0.5319
720575940624357669	0.5000
720575940624375088	0.9762
720575940624392220	0.0000
720575940624396524	0.4576
720575940624405228	0.2889
720575940624419820	0.5517
720575940624421148	0.2692
720575940624426533	0.4675
720575940624428019	0.4521
720575940624429036	0.1045
720575940624453868	0.2308
720575940624462228	0.2750
720575940624462740	0.0769
720575940624465900	1.0000
720575940624467812	0.0099
720575940624473444	0.2222
720575940624480148	0.3973
720575940624482452	0.3475
720575940624487572	0.2639
720575940624489620	0.4660
720575940624492802	0.1667
720575940624494373	0.1579
720575940624494996	0.5714
720575940624497959	0.1071
720575940624514535	0.2603
720575940624516339	1.0000
720575940624520254	0.6774
720575940624521022	0.2500
720575940624524234	0.3684
720575940624526266	0.8333
720575940624527091	0.4189
720575940624527340	0.3571
720575940624528314	0.4779
720575940624531948	0.3333
720575940624532979	0.2727
720575940624537836	0.0755
720575940624549646	0.2727
720575940624549694	0.0000
720575940624563075	0.5385
720575940624565788	0.1481
720575940624570917	0.8451
720575940624570957	0.4091
720575940624572052	0.2143
720575940624574922	0.0000
720575940624577613	0.5632
720575940624584579	0.7941
720575940624584835	0.6456
720575940624586900	0.3596
720575940624589548	0.0000
720575940624593132	0.7237
720575940624596355	0.1091
720575940624597228	0.1087
720575940624597788	0.4643
720575940624599444	0.3222
720575940624599939	0.4433
720575940624601236	0.1739
720575940624601731	0.0476
720575940624609101	0.7553
720575940624612839	0.5849
720575940624613050	0.0000
720575940624626563	0.4933
720575940624629948	0.5000
720575940624637884	0.0000
720575940624638396	0.3429
720575940624642492	0.2105
720575940624644739	0.1304
720575940624647299	0.3291
720575940624648067	0.6310
720575940624651507	0.3839
720575940624653299	0.8485
720575940624660313	0.5000
720575940624663427	0.5135
720575940624682426	0.3378
720575940624693287	0.4384
720575940624695335	0.7500
720575940624699918	0.2973
720575940624699981	0.5165
720575940624704002	0.7041
720575940624704551	0.3409
720575940624709925	1.0000
720575940624711655	0.6316
720575940624713660	0.4091
720575940624716581	0.5926
720575940624721084	0.5091
720575940624729528	0.2000
720575940624737464	0.3875
720575940624738232	0.3250
720575940624738830	0.8983
720575940624740878	0.6598
720575940624749258	0.4324
720575940624754983	0.6220
720575940624763850	0.6796
720575940624770574	0.2830
720575940624771879	0.4545
720575940624773182	0.2000
720575940624773646	1.0000
720575940624776206	0.1667
720575940624793272	0.6071
720575940624800188	0.3750
720575940624829198	1.0000
720575940624829479	0.4902
720575940624830503	0.3587
720575940624834968	0.5952
720575940624837927	0.6275
720575940624839257	0.2069
720575940624847491	0.8182
720575940624851726	0.4396
720575940624851864	0.3478
720575940624852120	0.6636
720575940624859032	0.3200
720575940624884920	0.2333
720575940624894052	0.0000
720575940624894308	0.4167
720575940624922256	0.5000
720575940624934800	0.5500
720575940624935182	0.7742
720575940624940558	0.4340
720575940624940814	0.3103
720575940624941326	0.2105
720575940624941838	0.0459
720575940624945666	0.4444
720575940624946446	0.4510
720575940624974010	0.2708
720575940624975760	0.6379
720575940624989214	0.5714
720575940624994941	0.0000
720575940625002526	0.4545
720575940625015070	0.4054
720575940625019481	0.2615
720575940625023869	0.1528
720575940625024125	0.2073
720575940625030233	0.8148
720575940625054589	0.2105
720575940625058173	0.6400
720575940625059917	0.4565
720575940625146882	0.0000
720575940625155877	0.6462
720575940625156901	0.3421
720575940625158437	0.6279
720575940625163139	0.5294
720575940625171289	0.7222
720575940625175845	0.4636
720575940625183309	0.3763
720575940625187586	0.7500
720575940625223690	0.6349
720575940625227978	0.6104
720575940625235033	1.0000
720575940625261834	0.7083
720575940625264659	0.2143
720575940625266057	0.0127
720575940625290003	0.3684
720575940625292606	0.5789
720575940625297304	0.0606
720575940625300254	0.7551
720575940625309882	0.7606
720575940625311418	0.3649
720575940625312186	0.6667
720575940625317139	0.0000
720575940625318163	0.2909
720575940625318531	0.2703
720575940625323326	0.1478
720575940625323795	0.3333
720575940625325630	0.1538
720575940625329029	0.9247
720575940625329726	0.4615
720575940625330494	0.5405
720575940625331006	0.7465
720575940625333822	0.0000
720575940625343640	0.6731
720575940625346023	0.4286
720575940625354904	0.6053
720575940625377688	0.4943
720575940625384752	0.5432
720575940625399077	0.5949
720575940625404197	0.5000
720575940625405072	0.5357
720575940625405744	0.2031
720575940625422090	0.5588
720575940625427210	0.3776
720575940625428093	0.6800
720575940625430302	0.0000
720575940625446181	0.1681
720575940625451920	0.7742
720575940625454640	0.2151
720575940625461534	1.0000
720575940625476708	0.5000
720575940625476964	0.3214
720575940625477150	0.1471
720575940625482084	0.5968
720575940625484602	0.4203
720575940625485181	0.5467
720575940625486692	0.5517
720575940625486948	0.2000
720575940625490788	0.3750
720575940625497488	0.2647
720575940625499153	0.3438
720575940625502608	0.0000
720575940625504868	0.1923
720575940625506704	0.8182
720575940625507888	0.0000
720575940625508400	0.6410
720575940625508733	0.2264
720575940625513616	0.1798
720575940625514621	0.7255
720575940625525912	0.4286
720575940625529477	0.0000
720575940625532689	0.2162
720575940625537822	0.4565
720575940625541168	0.5794
720575940625560189	0.8182
720575940625561374	0.7000
720575940625564816	0.6000
720575940625570334	0.7500
720575940625572240	0.4706
720575940625576080	0.7407
720575940625584688	0.4189
720575940625600048	0.0769
720575940625602608	0.2273
720575940625608329	0.7143
720575940625614224	0.3404
720575940625625136	0.4167
720575940625642340	0.2500
720575940625645968	0.1809
720575940625646876	0.2045
720575940625647114	0.8000
720575940625647882	0.0755
720575940625655088	0.2530
720575940625655464	0.5357
720575940625662778	0.5938
720575940625663674	0.3396
720575940625665149	0.6667
720575940625665564	0.3261
720575940625667365	0.4146
720575940625669660	0.5288
720575940625678613	0.5102
720575940625681171	0.8235
720575940625683740	0.1727
720575940625690140	0.4267
720575940625691669	0.6835
720575940625692560	0.4404
720575940625692816	0.3944
720575940625702949	0.5000
720575940625715733	0.2308
720575940625718696	0.3281
720575940625720341	0.3810
720575940625721866	1.0000
720575940625724072	0.2439
720575940625732496	0.2708
720575940625732745	0.5263
720575940625733413	0.6250
720575940625740169	0.7143
720575940625741455	0.7667
720575940625744466	0.7042
720575940625748510	0.4167
720575940625749586	0.2353
720575940625750671	0.1333
720575940625751117	0.6071
720575940625753621	0.3176
720575940625762447	0.6071
720575940625763601	0.2842
720575940625765306	0.5349
720575940625768073	0.3256
720575940625773605	0.3286
720575940625780648	0.9481
720575940625781009	0.5152
720575940625781029	0.0822
720575940625781541	0.5789
720575940625793317	0.2982
720575940625800741	0.3929
720575940625807108	0.5949
720575940625837060	0.1731
720575940625843075	0.0000
720575940625853477	0.7105
720575940625853989	0.1923
720575940625860026	0.6571
720575940625864964	0.1875
720575940625871741	0.3704
720575940625898780	0.3750
720575940625900900	0.1748
720575940625901002	0.5176
720575940625902282	0.4091
720575940625903626	1.0000
720575940625910354	0.8077
720575940625925458	0.4789
720575940625927626	0.3021
720575940625929790	0.7917
720575940625937173	0.1548
720575940625937797	1.0000
720575940625939801	0.4848
720575940625940456	0.0000
720575940625942458	0.5789
720575940625942590	0.2045
720575940625944266	0.4921
720575940625957800	0.3580
720575940625969640	0.3333
720575940625984399	0.4828
720575940625994728	0.5581
720575940626002494	0.4500
720575940626007102	0.1170
720575940626015294	0.0000
720575940626031493	0.8556
720575940626033838	0.5000
720575940626044924	0.7541
720575940626075079	0.2909
720575940626080868	0.7396
720575940626081176	0.3542
720575940626081636	0.5252
720575940626082148	0.5397
720575940626082404	0.2041
720575940626083940	0.3917
720575940626086244	0.3684
720575940626086728	0.2931
720575940626087780	0.6277
720575940626089980	0.2340
720575940626090340	0.5571
720575940626102628	0.4016
720575940626111175	1.0000
720575940626124743	0.2917
720575940626139413	0.6538
720575940626139560	0.8065
720575940626143570	0.5147
720575940626144680	0.2895
720575940626158692	0.1224
720575940626161154	0.3299
720575940626161551	0.4062
720575940626191108	0.5417
720575940626194716	0.7250
720575940626199324	0.7532
720575940626199580	0.8313
720575940626201512	0.3462
720575940626212625	0.5581
720575940626216317	0.6338
720575940626216573	0.2258
720575940626217341	0.3333
720575940626220574	0.6049
720575940626220830	0.4771
720575940626222609	0.0000
720575940626223633	0.0000
720575940626225173	0.6250
720575940626225941	0.2464
720575940626226690	0.4839
720575940626227202	0.2414
720575940626234626	0.2917
720575940626239236	0.4804
720575940626244348	0.3409
720575940626250568	0.4308
720575940626251778	0.7838
720575940626252273	0.8500
720575940626253318	0.6912
720575940626265084	0.7969
720575940626274822	0.5373
720575940626275656	0.4028
720575940626277382	0.7971
720575940626284157	0.3455
720575940626286878	0.1831
720575940626287644	0.5190
720575940626294090	0.6721
720575940626305679	0.3667
720575940626311623	0.6364
720575940626313546	1.0000
720575940626316802	0.5000
720575940626326952	0.4464
720575940626331978	0.5393
720575940626343665	0.4340
720575940626353905	0.7347
720575940626362696	0.5075
720575940626363791	0.6957
720575940626364401	0.0417
720575940626364956	0.2273
720575940626366748	0.2036
720575940626371842	0.6538
720575940626394609	1.0000
720575940626397565	0.2778
720575940626403400	0.5000
720575940626404776	0.1379
720575940626422659	0.6818
720575940626423171	0.4261
720575940626430339	0.7586
720575940626464901	0.5915
720575940626467836	0.6693
720575940626468629	0.3103
720575940626474889	0.6421
720575940626486409	0.2644
720575940626494663	0.2935
720575940626496275	0.2475
720575940626497811	0.8026
720575940626509830	0.5625
720575940626510211	0.8065
720575940626513027	0.2989
720575940626513171	0.3365
720575940626522184	0.7059
720575940626524691	0.2234
720575940626526218	0.1889
720575940626535434	0.5657
720575940626536714	0.2024
720575940626540042	0.6923
720575940626547817	0.4516
720575940626548234	0.1771
720575940626550504	0.6923
720575940626560857	0.7917
720575940626562665	0.6222
720575940626569112	0.7083
720575940626578161	0.4615
720575940626582842	0.3784
720575940626621498	0.7347
720575940626622480	0.5507
720575940626632837	0.2000
720575940626633960	0.0811
720575940626640158	1.0000
720575940626643944	0.3205
720575940626646544	0.9053
720575940626647960	0.5645
720575940626649433	1.0000
720575940626651288	0.3333
720575940626651624	0.2368
720575940626655321	0.7451
720575940626657808	0.8372
720575940626663440	0.2143
720575940626668165	0.3448
720575940626668304	0.5303
720575940626669957	0.6237
720575940626674584	0.3465
720575940626676120	0.6628
720575940626679385	0.5593
720575940626682654	0.3750
720575940626688893	0.3108
720575940626689176	0.3175
720575940626694479	0.7778
720575940626697802	0.3582
720575940626698377	0.6964
720575940626698633	0.5000
720575940626700889	0.6875
720575940626702232	0.7816
720575940626712921	0.5556
720575940626721874	0.5256
720575940626724946	0.6452
720575940626729515	0.3368
720575940626733693	0.4857
720575940626734436	0.6182
720575940626742866	0.8837
720575940626751833	0.0000
720575940626757209	0.6429
720575940626758489	0.5577
720575940626772357	1.0000
720575940626779398	0.7736
720575940626779722	0.3544
720575940626782218	0.7556
720575940626782507	0.9231
720575940626782845	0.3793
720575940626787313	1.0000
720575940626792209	0.5977
720575940626792778	0.7708
720575940626793502	0.4310
720575940626794027	0.5345
720575940626803279	1.0000
720575940626805520	0.5278
720575940626820395	1.0000
720575940626825853	1.0000
720575940626828574	0.4545
720575940626834762	0.1622
720575940626835728	1.0000
720575940626843773	0.1321
720575940626855171	0.0000
720575940626864414	0.3711
720575940626867742	0.2759
720575940626874097	0.0000
720575940626895442	0.3333
720575940626896643	0.0000
720575940626901278	0.0800
720575940626904561	0.3750
720575940626906142	0.2258
720575940626911262	0.4808
720575940626916126	0.3929
720575940626919409	0.1667
720575940626930186	0.4627
720575940626930947	0.2667
720575940626932501	0.4265
720575940626937347	0.2333
720575940626937630	1.0000
720575940626941205	0.3855
720575940626941446	0.5000
720575940626946033	0.3226
720575940626948485	0.1970
720575940626949909	0.4173
720575940626951921	0.2844
720575940626965002	0.6923
720575940626975899	0.2584
720575940626991771	0.4688
720575940626993001	0.0000
720575940626999114	0.4646
720575940626999882	0.2800
720575940627003547	0.0000
720575940627015942	0.5400
720575940627016859	0.4528
720575940627018383	0.1750
720575940627020933	0.4304
720575940627021128	0.4457
720575940627022664	0.0000
720575940627025039	0.3571
720575940627043666	1.0000
720575940627044337	1.0000
720575940627045636	0.4286
720575940627045642	0.5526
720575940627054725	0.1525
720575940627059460	0.6429
720575940627069203	0.6667
720575940627073448	0.4062
720575940627075407	0.1250
720575940627077032	0.4343
720575940627079080	0.6000
720575940627079557	0.0000
720575940627081994	0.2857
720575940627082261	0.1429
720575940627082298	0.8684
720575940627082481	0.1692
720575940627086596	0.5487
720575940627089930	0.1053
720575940627094917	0.2632
720575940627097361	0.6774
720575940627097733	0.5556
720575940627101706	0.7500
720575940627103802	0.4127
720575940627112723	0.3418
720575940627138888	0.4301
720575940627147578	0.0000
720575940627150090	0.3458
720575940627153668	0.1600
720575940627153930	0.0000
720575940627155589	0.2447
720575940627157008	0.3571
720575940627158098	0.0000
720575940627158866	0.4630
720575940627164242	0.6136
720575940627165010	0.7778
720575940627166522	0.4353
720575940627170898	0.5789
720575940627172936	0.0769
720575940627173192	0.5882
720575940627174994	0.4483
720575940627185767	0.0897
720575940627194426	0.1884
720575940627197739	0.6471
720575940627198085	0.6180
720575940627200010	0.7059
720575940627200923	0.7027
720575940627202058	0.2000
720575940627205386	0.3438
720575940627210373	0.0000
720575940627211307	0.7059
720575940627220327	0.6379
720575940627226923	0.5699
720575940627230986	0.7931
720575940627235594	0.5476
720575940627236874	0.3750
720575940627243322	0.0926
720575940627243623	0.3261
720575940627244699	0.4423
720575940627245701	1.0000
720575940627252267	0.7500
720575940627264082	0.4118
720575940627264488	0.4800
720575940627276114	0.6049
720575940627278235	0.2800
720575940627282002	0.3068
720575940627282408	0.0000
720575940627284123	0.9286
720575940627292218	0.7456
720575940627295802	0.0667
720575940627298639	0.0000
720575940627307855	0.3056
720575940627309329	0.5172
720575940627332100	0.3846
720575940627336209	0.5000
720575940627342674	0.4375
720575940627343108	0.5714
720575940627343377	0.3302
720575940627351751	0.5893
720575940627353031	0.4245
720575940627360260	0.0000
720575940627367189	0.5179
720575940627372284	0.4643
720575940627377937	0.9344
720575940627389256	0.2661
720575940627426837	0.3077
720575940627429909	0.9091
720575940627435592	1.0000
720575940627441169	0.3966
720575940627449243	0.2710
720575940627450385	0.0000
720575940627479829	0.4154
720575940627480363	0.2000
720575940627480853	0.4744
720575940627483179	0.2500
720575940627483413	0.6707
720575940627483464	0.5000
720575940627491861	0.4861
720575940627492117	0.5455
720575940627493141	0.1786
720575940627493653	0.5660
720575940627519748	0.7391
720575940627534339	0.2727
720575940627543624	0.2947
720575940627543695	0.5667
720575940627546897	0.4779
720575940627547153	0.2468
720575940627550214	0.7656
720575940627552168	0.4386
720575940627552680	0.3370
720575940627553691	1.0000
720575940627558662	0.5306
720575940627559759	0.4938
720575940627561854	0.1556
720575940627564616	0.7333
720575940627568646	0.5726
720575940627571972	0.0000
720575940627572742	0.5904
720575940627573659	0.3667
720575940627573766	0.1346
720575940627575464	0.2718
720575940627576488	0.0000
720575940627581700	0.5873
720575940627584262	0.6833
720575940627585286	0.2609
720575940627587078	0.3816
720575940627588337	0.3371
720575940627588593	0.8462
720575940627595848	0.1263
720575940627598760	0.5455
720575940627612675	0.1098
720575940627615400	0.5493
720575940627621626	0.6588
720575940627626695	0.4364
720575940627628548	0.3881
720575940627630154	0.4416
720575940627660968	0.6887
720575940627667355	1.0000
720575940627687940	0.7889
720575940627700484	0.1163
720575940627709948	0.8108
720575940627717575	0.4286
720575940627741562	0.5873
720575940627750647	0.3279
720575940627768567	0.4032
720575940627775938	0.6111
720575940627776450	0.2759
720575940627778564	0.4583
720575940627782148	0.7576
720575940627801930	0.6538
720575940627802618	0.1609
720575940627804136	0.2727
720575940627808232	0.5341
720575940627834359	0.7412
720575940627834856	0.6818
720575940627849463	0.5362
720575940627851008	0.4898
720575940627854568	0.4909
720575940627857384	0.4578
720575940627859688	0.6250
720575940627861736	0.7397
720575940627869928	0.6667
720575940627902440	0.3226
720575940627905223	0.4328
720575940627906536	0.6154
720575940627908624	0.4237
720575940627910160	0.1212
720575940627912464	1.0000
720575940627912492	0.0000
720575940627915280	0.8101
720575940627920071	0.3103
720575940627924935	0.5385
720575940627930490	0.5224
720575940627931466	0.2759
720575940627932412	0.2222
720575940627935996	0.1681
720575940627936784	0.6381
720575940627941242	0.3846
720575940627947792	0.6774
720575940627958466	0.6463
720575940627960826	0.4087
720575940627964204	0.3125
720575940627969786	0.4928
720575940627985402	0.4045
720575940627986220	0.7931
720575940627987756	0.4146
720575940627988474	0.4462
720575940628002822	0.0000
720575940628012332	0.3519
720575940628054839	0.3333
720575940628055558	0.3095
720575940628056375	0.6809
720575940628060166	0.5556
720575940628060934	0.6957
720575940628060983	0.9184
720575940628071409	0.2963
720575940628072721	0.3962
720575940628076038	0.4444
720575940628079872	0.1607
720575940628084224	0.7683
720575940628085489	0.3488
720575940628095488	1.0000
720575940628103806	0.4800
720575940628107249	0.4242
720575940628107776	1.0000
720575940628115185	0.3966
720575940628119555	0.2951
720575940628120655	0.0625
720575940628121287	0.1700
720575940628128079	0.2043
720575940628134266	0.0000
720575940628134915	0.5610
720575940628137478	0.5658
720575940628137969	0.3469
720575940628138246	0.2308
720575940628145411	0.5256
720575940628147718	0.0000
720575940628152838	0.5373
720575940628155395	0.2232
720575940628163402	0.0000
720575940628175363	1.0000
720575940628186667	0.4324
720575940628188732	0.8000
720575940628201259	0.3667
720575940628209212	0.7867
720575940628217643	0.5591
720575940628217899	0.4954
720575940628218155	0.6250
720575940628219692	0.0874
720575940628225852	0.2750
720575940628226604	0.2558
720575940628238586	0.5116
720575940628239110	0.1628
720575940628239671	0.3333
720575940628240122	0.1587
720575940628245559	0.6034
720575940628254263	0.3016
720575940628257914	0.0000
720575940628265039	0.3153
720575940628269391	0.8194
720575940628269628	0.3214
720575940628270235	0.1203
720575940628291407	0.9365
720575940628295242	0.5283
720575940628297627	0.4127
720575940628300529	0.9506
720575940628301303	0.5362
720575940628304113	0.4810
720575940628304578	0.4314
720575940628306075	0.2571
720575940628308215	0.0000
720575940628309186	0.6197
720575940628312049	0.0000
720575940628318193	0.1339
720575940628330240	0.6667
720575940628331625	0.8750
720575940628350211	1.0000
720575940628353244	0.2771
720575940628355843	0.6207
720575940628359895	0.5285
720575940628363642	0.0000
720575940628365783	0.7705
720575940628367836	0.0000
720575940628374121	0.4286
720575940628375255	0.1538
720575940628376080	0.7164
720575940628394716	1.0000
720575940628398295	0.6429
720575940628400439	0.0000
720575940628400940	0.4062
720575940628404188	0.6000
720575940628406828	1.0000
720575940628408055	0.4167
720575940628411612	0.1500
720575940628412892	0.0000
720575940628413799	0.5568
720575940628414567	0.4237
720575940628415079	0.7647
720575940628424527	0.3902
720575940628431719	0.6832
720575940628432834	0.3871
720575940628433511	0.2143
720575940628447491	0.1385
720575940628471392	0.1143
720575940628476716	0.0000
720575940628484396	0.3670
720575940628491792	0.2703
720575940628495104	0.4353
720575940628506732	0.7000
720575940628519020	0.4390
720575940628531308	0.4098
720575940628533356	0.8906
720575940628536055	0.1905
720575940628538112	0.5725
720575940628538679	0.4107
720575940628554999	0.2500
720575940628557527	0.7681
720575940628561111	0.4773
720575940628569815	0.5570
720575940628574715	0.3125
720575940628581123	0.5108
720575940628582915	0.2400
720575940628590595	0.4375
720575940628593884	0.5441
720575940628599555	0.6310
720575940628608272	0.9333
720575940628610012	0.3860
720575940628612112	0.2500
720575940628640079	0.2462
720575940628641847	0.5357
720575940628644855	0.4194
720575940628651575	0.4894
720575940628651792	0.0000
720575940628675644	0.3500
720575940628684588	0.1398
720575940628685059	0.5072
720575940628685884	0.4634
720575940628687259	0.5441
720575940628689963	0.2278
720575940628694007	0.1692
720575940628694991	0.0833
720575940628695414	0.6914
720575940628697872	0.5342
720575940628697982	0.2584
720575940628708460	0.5238
720575940628711631	0.9851
720575940628714358	0.8947
720575940628716588	1.0000
720575940628724284	0.8000
720575940628725455	0.6364
720575940628732471	0.2477
720575940628735275	0.5402
720575940628741881	0.3243
720575940628755023	0.2532
720575940628761039	0.3425
720575940628766467	0.0833
720575940628766679	0.5341
720575940628773113	0.5205
720575940628773675	0.4836
720575940628777466	0.4500
720575940628777948	0.5192
720575940628787962	0.6104
720575940628788496	0.0000
720575940628798799	0.6140
720575940628800155	0.8125
720575940628802042	0.5192
720575940628806876	0.8000
720575940628807503	0.6071
720575940628808186	0.1605
720575940628817914	0.3333
720575940628818682	0.1519
720575940628826873	0.9091
720575940628829148	0.4154
720575940628830551	1.0000
720575940628842839	0.0000
720575940628843931	0.6812
720575940628844187	0.1852
720575940628863036	0.2537
720575940628868943	0.6818
720575940628876860	0.6800
720575940628885591	0.5476
720575940628887887	0.4107
720575940628888796	0.6094
720575940628894799	0.4429
720575940628895831	0.3462
720575940628901246	0.6557
720575940628902764	0.0563
720575940628906622	0.0000
720575940628915574	0.0723
720575940628917980	0.5000
720575940628920987	0.2883
720575940628924887	0.0000
720575940628937590	0.9859
720575940628975482	0.0000
720575940628983963	0.2927
720575940628999579	0.0000
720575940629010331	0.2000
720575940629020794	0.3091
720575940629022875	0.2925
720575940629029370	0.0000
720575940629031323	0.2093
720575940629036997	0.0000
720575940629059943	0.5227
720575940629067351	0.0513
720575940629072999	0.4184
720575940629074540	0.4112
720575940629079707	0.2588
720575940629088450	0.5821
720575940629108094	0.3548
720575940629119737	0.6413
720575940629127109	0.4722
720575940629127936	0.3636
720575940629129472	0.2821
720575940629132288	0.4423
720575940629133056	0.2750
720575940629140071	0.4286
720575940629141095	0.4286
720575940629141607	0.1053
720575940629148672	0.8657
720575940629162348	0.0417
720575940629162693	0.6712
720575940629164283	0.5200
720575940629166587	0.5172
720575940629166592	0.7937
720575940629172736	0.6607
720575940629200631	0.3125
720575940629201423	0.6667
720575940629201871	0.0759
720575940629202167	0.5263
720575940629211666	0.7206
720575940629222759	0.1700
720575940629233145	1.0000
720575940629236242	1.0000
720575940629240079	0.5288
720575940629254759	0.1915
720575940629259638	0.1579
720575940629260406	0.0000
720575940629261143	0.0000
720575940629261159	0.5741
720575940629263975	0.3820
720575940629270060	0.1000
720575940629271596	0.3947
720575940629277687	0.5114
720575940629282391	0.4444
720575940629291564	0.5385
720575940629292844	0.4082
720575940629294636	0.3889
720575940629295916	0.3095
720575940629296684	0.5942
720575940629298885	0.4211
720575940629299500	0.4526
720575940629300043	0.3382
720575940629303237	0.8095
720575940629304364	0.3750
720575940629318394	0.3750
720575940629322746	0.5172
720575940629328591	0.8000
720575940629332606	0.2963
720575940629335115	0.3253
720575940629338821	0.5385
720575940629342458	0.8161
720575940629347791	0.1923
720575940629356599	0.6143
720575940629365804	0.0000
720575940629388026	0.2062
720575940629388239	1.0000
720575940629397079	0.0588
720575940629406012	0.3951
720575940629417728	0.3867
720575940629438202	0.4720
720575940629445626	0.0000
720575940629445758	0.6129
720575940629456146	0.6040
720575940629471610	0.0000
720575940629474090	0.3051
720575940629477180	0.4505
720575940629477674	0.2500
720575940629477882	0.4091
720575940629481935	0.1489
720575940629482362	0.1111
720575940629483095	0.0000
720575940629485354	0.3556
720575940629489103	0.3333
720575940629492862	0.7018
720575940629494543	0.2626
720575940629498306	0.5968
720575940629499330	0.6545
720575940629500542	0.6076
720575940629502506	0.4615
720575940629504554	0.3750
720575940629507450	0.3563
720575940629509829	0.4030
720575940629515306	0.3077
720575940629522474	0.4186
720575940629529088	0.2973
720575940629532098	0.2692
720575940629532542	0.1429
720575940629532759	0.2692
720575940629535738	0.3300
720575940629536894	0.3778
720575940629541187	0.4375
720575940629545027	0.7231
720575940629557957	0.0000
720575940629563006	0.7089
720575940629578366	0.8824
720575940629601810	0.4495
720575940629611794	0.8043
720575940629620239	0.6889
720575940629621975	0.5476
720575940629624702	0.5581
720575940629625210	0.6265
720575940629625466	0.3333
720575940629631870	0.1441
720575940629632894	0.4714
720575940629633150	0.7615
720575940629633406	0.3462
720575940629638211	0.0196
720575940629644666	0.0556
720575940629663819	0.3684
720575940629669879	0.3011
720575940629671235	0.1522
720575940629671491	0.6111
720575940629675595	0.5000
720575940629676363	1.0000
720575940629693239	0.3846
720575940629694027	0.4742
720575940629717034	0.6949
720575940629723434	0.5942
720575940629723690	0.0000
720575940629724354	0.1212
720575940629725711	0.5484
720575940629730263	0.3708
720575940629733314	0.5692
720575940629734442	0.7101
720575940629735163	0.0000
720575940629746626	0.3607
720575940629765451	0.3026
720575940629765647	0.7143
720575940629782091	0.7917
720575940629787244	0.0000
720575940629788012	0.9818
720575940629788983	0.0000
720575940629789292	0.1746
720575940629792620	0.4324
720575940629804544	0.3258
720575940629804857	0.3483
720575940629814060	0.0000
720575940629823563	0.9167
720575940629824828	0.6140
720575940629832978	0.2358
720575940629834796	0.8721
720575940629839863	0.0000
720575940629842167	0.6283
720575940629849196	0.6162
720575940629853292	0.0510
720575940629854764	0.3415
720575940629855340	0.5273
720575940629855596	0.7612
720575940629856044	0.2857
720575940629863737	0.3559
720575940629871146	1.0000
720575940629878519	0.4286
720575940629888000	0.0000
720575940629893162	0.4348
720575940629894391	0.0000
720575940629895484	0.6667
720575940629899511	0.8318
720575940629899820	0.0000
720575940629909804	0.7128
720575940629909815	0.7312
720575940629911084	0.7045
720575940629916728	0.6321
