flyid,sugarR_100Hz,sugarR_200Hz,sugarR_20Hz
720575940605420902,0.0,0.7999999999999999,0.0
720575940605513649,0.6324555320336759,2.2271057451320084,0.0
720575940605658033,3.2619012860600183,3.0066592756745814,0.0
720575940605682790,1.624807680927192,1.2649110640673518,0.0
720575940606391218,0.0,1.3564659966250538,0.0
720575940606607234,2.9664793948382653,2.756809750418044,0.0
720575940606852018,0.4000000000000001,1.4142135623730951,0.0
720575940606866377,1.8330302779823362,0.4898979485566356,0.0
720575940607193986,2.7129319932501073,2.1908902300206643,0.0
720575940607250610,0.4,0.0,0.0
720575940607272649,4.381780460041329,5.817215828899594,0.0
720575940607386290,1.8547236990991407,0.7999999999999999,0.0
720575940607387314,0.4,0.4000000000000001,0.0
720575940607451081,2.315167380558045,1.624807680927192,0.48989794855663565
720575940607689394,1.8547236990991407,1.16619037896906,0.0
720575940608349379,1.0954451150103321,2.1540659228538015,0.0
720575940608498780,1.4966629547095767,2.2271057451320084,0.0
720575940608735241,2.4166091947189146,1.4966629547095764,0.0
720575940609016843,1.0954451150103321,2.1354156504062622,0.0
720575940609133269,1.0198039027185568,1.3564659966250536,0.0
720575940609405635,1.0954451150103321,1.6733200530681511,0.0
720575940609407939,4.308131845707603,3.429285639896449,0.0
720575940609915204,3.8781438859330635,1.7204650534085253,0.0
720575940609935172,1.9595917942265424,1.4966629547095767,0.0
720575940609939780,1.8547236990991407,1.4142135623730951,0.0
720575940609993284,1.32664991614216,1.3266499161421599,0.0
720575940610000964,0.7483314773547882,1.019803902718557,0.0
720575940610001220,1.0198039027185568,3.6,0.0
720575940610054980,4.069397989875161,4.049691346263317,0.0
720575940610058052,0.4,0.48989794855663565,0.0
720575940610232274,1.7888543819998317,0.4898979485566356,0.0
720575940610258552,3.1368774282716245,2.6381811916545836,0.0
720575940610611246,2.0591260281974,0.7483314773547882,0.0
720575940610621026,1.469693845669907,0.4898979485566356,0.0
720575940610677828,3.1622776601683795,1.854723699099141,0.0
720575940610803554,1.3564659966250538,1.4142135623730951,0.0
720575940610916465,2.6076809620810595,0.4898979485566356,0.0
720575940611015122,1.019803902718557,0.9797958971132712,0.0
720575940611151406,0.8944271909999159,1.1661903789690602,0.0
720575940611160930,2.1908902300206643,1.624807680927192,0.0
720575940611164770,3.3105890714493698,1.7204650534085253,0.0
720575940611366058,0.48989794855663565,1.3266499161421599,0.0
720575940611436408,1.7204650534085253,2.244994432064365,0.0
720575940611548878,3.63318042491699,3.687817782917155,0.0
720575940611549902,1.9390719429665317,0.7999999999999999,0.0
720575940611875570,14.947909552843834,16.792855623746664,4.079215610874227
720575940611988197,0.7483314773547883,1.7888543819998317,0.0
720575940612036837,3.40587727318528,1.2649110640673518,0.8
720575940612064113,0.7483314773547882,1.019803902718557,0.0
720575940612154339,0.0,0.7483314773547883,0.0
720575940612208858,2.0591260281974,1.8973665961010275,0.0
720575940612289010,1.6,1.8330302779823358,0.0
720575940612357618,2.4979991993593593,2.756809750418044,0.0
720575940612423922,1.624807680927192,1.9390719429665315,0.0
720575940612479205,0.9797958971132713,1.3564659966250538,0.0
720575940612537061,1.019803902718557,2.33238075793812,0.0
720575940612558061,1.0198039027185568,1.6733200530681511,0.0
720575940612603289,0.8,1.019803902718557,0.0
720575940612611301,1.7204650534085253,1.5999999999999999,0.8
720575940612648106,1.1661903789690602,1.2649110640673518,0.0
720575940612670570,11.092339699089639,14.034243834279065,3.3466401061363023
720575940612692633,1.3564659966250536,3.1874754901018454,0.0
720575940612766515,1.0954451150103321,2.244994432064365,0.0
720575940612865814,0.0,1.0954451150103321,0.0
720575940612888178,2.6381811916545836,4.955804677345547,0.0
720575940612906518,2.2449944320643644,0.6324555320336759,0.6324555320336759
720575940612952557,1.469693845669907,1.7435595774162693,0.0
720575940613004402,1.469693845669907,2.481934729198171,0.0
720575940613347299,3.54400902933387,4.069397989875161,0.0
720575940613670893,1.4142135623730951,0.0,0.0
720575940613687789,0.7483314773547882,2.280350850198276,0.0
720575940613743569,1.6733200530681511,0.7483314773547882,0.0
720575940613929391,1.4142135623730951,1.4966629547095767,0.0
720575940613943215,0.9797958971132713,1.0954451150103321,0.0
720575940614128691,1.4966629547095764,0.6324555320336759,0.0
720575940614352278,0.4000000000000001,0.0,0.0
720575940614386070,0.4000000000000001,0.0,0.0
720575940614465478,0.0,0.4000000000000001,0.0
720575940614570415,0.4,0.0,0.0
720575940614660519,2.0591260281974,2.1354156504062622,0.0
720575940614730914,2.4166091947189146,1.9390719429665317,0.4000000000000001
720575940614763666,1.9390719429665315,1.6733200530681511,1.3564659966250536
720575940614909506,1.019803902718557,0.7999999999999999,0.0
720575940615041430,4.749736834815168,2.6532998322843198,1.4966629547095764
720575940615052812,0.7483314773547882,0.4898979485566356,0.0
720575940615153494,1.32664991614216,1.3564659966250536,0.0
720575940615296818,1.1661903789690602,0.7483314773547882,0.0
720575940615564959,1.2649110640673518,1.16619037896906,0.0
720575940615582111,0.6324555320336759,1.469693845669907,0.0
720575940615623867,1.3564659966250536,1.8973665961010275,0.0
720575940615671106,7.05407683541936,6.554387843269575,0.4000000000000001
720575940615715003,2.3151673805580453,1.3564659966250536,0.0
720575940615811670,1.16619037896906,0.8944271909999159,0.0
720575940616018956,1.2000000000000002,1.4142135623730951,0.0
720575940616103218,1.7435595774162693,1.4142135623730951,0.48989794855663565
720575940616466260,4.498888751680797,5.2687759489277965,0.0
720575940616644411,1.3564659966250536,1.8973665961010275,0.0
720575940616857174,3.3466401061363023,3.6110940170535573,0.0
720575940616860758,0.6324555320336759,1.6,0.0
720575940616864086,3.3105890714493698,4.963869458396342,0.0
720575940616864217,0.4,1.4696938456699067,0.0
720575940616885538,10.762899237658969,10.26839812239475,3.709447398198282
720575940617000768,8.133879763065101,8.912911982062878,2.9257477676655586
720575940617373268,0.0,1.2649110640673518,0.0
720575940617471133,0.8944271909999159,0.4,0.0
720575940617488477,2.244994432064365,0.8944271909999159,0.0
720575940617494877,0.9797958971132712,1.1661903789690602,0.0
720575940617497437,0.0,0.4000000000000001,0.0
720575940617552057,3.7735924528226414,2.8284271247461903,0.0
720575940617588258,2.898275349237888,2.0591260281974,0.0
720575940617593233,2.4166091947189146,1.6733200530681511,0.0
720575940617629841,2.0591260281974,1.624807680927192,0.0
720575940617672920,0.0,1.3564659966250538,0.0
720575940617937543,9.830564581955606,6.957010852370434,2.65329983228432
720575940618153105,0.0,1.3564659966250538,0.0
720575940618165019,7.720103626247513,5.268775948927796,0.0
720575940618472261,3.059411708155671,4.127953488110059,0.0
720575940618574749,3.1874754901018454,4.1182520563948,0.0
720575940618696989,1.624807680927192,1.6,0.0
720575940618726171,1.16619037896906,0.7483314773547883,0.0
720575940618800064,0.0,0.8,0.0
720575940618859480,0.48989794855663565,1.0198039027185568,0.0
720575940618864725,1.019803902718557,0.8944271909999159,0.0
720575940618995393,1.0954451150103321,2.244994432064365,0.0
720575940619048827,3.7629775444453557,3.6,0.0
720575940619114048,1.469693845669907,2.4166091947189146,0.0
720575940619173534,1.6733200530681511,1.9390719429665315,0.0
720575940619176094,0.0,0.4898979485566356,0.0
720575940619455879,0.7483314773547883,1.0954451150103321,0.0
720575940619473624,1.6,1.8547236990991407,0.0
720575940619549598,0.4,0.0,0.0
720575940619588568,1.7435595774162693,1.0198039027185568,0.0
720575940619853515,3.847076812334269,2.8284271247461903,0.0
720575940619877396,6.118823416311342,7.626270385975047,0.4000000000000001
720575940619973712,1.9390719429665315,1.2649110640673518,1.8973665961010275
720575940620025620,2.870540018881465,2.870540018881465,0.0
720575940620031366,1.7204650534085253,1.16619037896906,0.0
720575940620062288,0.7483314773547882,2.2271057451320084,0.0
720575940620170887,1.0954451150103321,2.244994432064365,0.0
720575940620254087,2.244994432064365,1.3266499161421599,0.0
720575940620271636,0.7483314773547883,0.48989794855663565,0.0
720575940620274085,3.826225293941798,3.249615361854384,0.4000000000000001
720575940620282900,1.0954451150103321,2.244994432064365,0.0
720575940620292116,0.6324555320336759,1.0954451150103321,0.0
720575940620297819,0.4,0.4,0.0
720575940620335269,5.083306010855534,3.370459909270543,0.0
720575940620374693,1.469693845669907,1.4696938456699067,0.0
720575940620473547,0.7999999999999999,1.4696938456699067,0.0
720575940620474278,1.16619037896906,1.6,0.0
720575940620673985,3.4871191548325386,3.124099870362662,0.0
720575940620714150,1.7435595774162693,2.244994432064365,0.0
720575940620780272,2.6832815729997477,1.16619037896906,0.0
720575940620805046,1.469693845669907,2.993325909419153,0.0
720575940620873793,1.0954451150103321,2.1540659228538015,0.0
720575940620874757,2.8705400188814645,2.5612496949731396,2.2271057451320084
720575940620900446,5.741080037762929,9.899494936611665,2.4166091947189146
720575940621057702,1.019803902718557,1.7888543819998317,0.0
720575940621261296,2.9257477676655586,2.154065922853802,0.0
720575940621329328,0.0,0.8944271909999159,0.0
720575940621345012,0.0,0.7999999999999999,0.0
720575940621399899,3.7629775444453557,4.019950248448357,0.0
720575940621422518,1.5491933384829668,2.280350850198276,0.0
720575940621468404,1.0954451150103321,2.244994432064365,0.0
720575940621502051,8.662563131083086,14.926486525636232,1.7888543819998317
720575940621519130,0.8944271909999159,0.7999999999999999,0.0
720575940621538142,2.8000000000000003,1.3266499161421599,0.0
720575940621573030,1.5491933384829668,1.6,0.0
720575940621573542,0.0,1.2000000000000002,0.0
720575940621577036,1.2,1.624807680927192,0.0
720575940621586854,1.0954451150103321,2.1354156504062622,0.8
720575940621754367,10.851727973000429,6.794115100585211,3.3105890714493698
720575940621771041,1.7204650534085253,2.4166091947189146,0.0
720575940621902085,0.0,1.2,0.0
720575940622027222,1.469693845669907,1.3564659966250536,0.0
720575940622147873,0.0,0.4000000000000001,0.0
720575940622235425,1.8973665961010275,0.7483314773547882,0.0
720575940622348156,1.1661903789690602,0.8,0.0
720575940622474899,0.0,1.4696938456699071,0.0
720575940622552675,0.48989794855663565,0.4000000000000001,0.0
720575940622612749,1.7204650534085253,2.3151673805580453,0.0
720575940622624214,0.7483314773547882,1.9390719429665317,0.0
720575940622695448,2.7856776554368237,0.8944271909999159,1.4966629547095764
720575940622734106,0.0,1.3564659966250538,0.0
720575940622810153,5.366563145999495,3.03315017762062,0.0
720575940623072013,1.0954451150103321,2.1540659228538015,0.0
720575940623192781,1.1661903789690602,1.019803902718557,0.0
720575940623209165,3.1622776601683795,4.0,0.0
720575940623210445,2.9257477676655586,1.0954451150103321,0.8
720575940623211725,4.664761515876241,4.673328578219169,0.0
720575940623224555,0.4,0.7483314773547883,0.0
720575940623352063,2.1540659228538015,3.1368774282716245,0.8
720575940623453959,1.4696938456699067,1.624807680927192,0.0
720575940623478115,0.4898979485566356,1.019803902718557,0.0
720575940623578375,0.9797958971132712,1.5999999999999999,0.0
720575940623862015,0.0,0.7483314773547883,0.0
720575940623886008,0.0,0.7483314773547883,0.0
720575940624023188,1.8547236990991407,2.4,0.0
720575940624084372,2.1354156504062622,1.2000000000000002,0.0
720575940624163303,0.4898979485566356,0.7999999999999999,0.0
720575940624310857,1.5491933384829668,1.6,0.0
720575940624366845,0.6324555320336759,1.4142135623730951,0.0
720575940624484796,4.409081537009721,2.0976176963403033,0.0
720575940624600840,1.0198039027185568,2.0396078054371136,0.0
720575940624623287,2.3664319132398464,2.6076809620810595,0.0
720575940624816115,0.4,0.0,0.0
720575940624897516,3.7629775444453557,2.7856776554368237,0.0
720575940624906483,1.8973665961010275,3.4409301068170506,0.0
720575940624963786,4.363484845854286,11.79152237838694,2.993325909419153
720575940624966840,1.9390719429665317,1.7204650534085253,0.0
720575940624986919,0.4,0.0,0.0
720575940625045180,6.523802572120037,5.418486873657627,0.0
720575940625047484,1.3266499161421599,1.16619037896906,0.0
720575940625102692,1.16619037896906,1.3266499161421599,0.0
720575940625164558,0.0,2.0976176963403033,0.0
